TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen
7934;9043;München-Kreuzhof (W);9;BY;A;95;;8+1;München;AS München-Kreuzhof;N;Garmisch-Partenkir.;AS München-Fürstenried;S;6;1,7;362;217;82;63;63.036;32.710;30.326;66.233;34.444;31.790;61.991;32.005;29.986;53.431;27.681;25.750;-0,9;-0,7;-0,9;-1,7;2.148;1.114;1.034;2.612;1.358;1.254;2.253;1.169;1.084;426;211;215;-1,4;-1,3;-2,3;-4,1;3,4;3,9;3,6;0,8;0,94;0,83;1,03;3.632;3,2;616;5,5;3.853;3,7;2.969;1,5;5.943;5.943;5.315;5.137;4.099;4.094;3.298;3.558;12,5;11,9;10,3;12,9;R I;R I;R I;R I;E;E;C;C;B;B;A;8;;E;18;;A;8;;E;18;;A;8;;E;18;;E;18;;A;;;G;18;;B;14;;90,4;8,1;1,5;1;2;1,2;0,7;0,2;5,1;89,9;8,6;1,5;1;2,3;1,4;0,8;0,2;5,1;90;8,1;1,6;1,1;2,2;1,3;0,8;0,2;5,2;93,2;6,4;1,8;1;0,5;0,1;0,1;0,2;5;685.983;5.330.509;66.470;34.711;31.759;2.845;1.482;1.363;58.410;29.317;29.094;932;465;467;4.099;3.200;4.094;3.010;3.298;2.910;3.558;3.033;2,1;0,5;2,8;0,7;2,9;1,7;0,3;0,8;67.591;35.332;32.259;2.909;1.516;1.393;4,3;4,3;4,3;48,10067303;11,49816872;;;;;;;;;;;36.011;32.538;0,79;0,82;0,97;0,97;1,02;1,04;0,8;0,87;;;;;;;;;;;;;60;;;;
8134;9161;Seeshaupt (N);9;BY;A;95;;8+1;München;AS Wolfratshausen;N;Garmisch-Partenkir.;AS Seeshaupt;S;4;32,4;341;200;82;59;29.224;14.495;14.729;28.795;14.048;14.747;30.432;14.958;15.474;29.143;15.431;13.712;1;0,4;3,3;-0,1;1.118;562;556;1.340;671;669;1.192;599;593;264;144;120;0,8;0,3;1,8;-1,9;3,8;4,7;3,9;0,9;1,06;1,05;1,08;1.714;3,6;225;6,8;1.873;4,1;1.239;1,7;3.394;2.929;3.148;3.301;2.505;1.774;1.875;2.421;17,3;12;12,1;15,7;R I;R II;R II;R I;D;A;B;E;D;D;A;8;;E;18;;A;8;;E;18;;A;8;;E;17;;H;18;;F;12;;G;18;;E;12;;94,7;3,4;0,3;0,8;2;1,5;1;0,3;0,8;93,8;3,5;0,3;0,7;2,5;1,9;1,2;0,3;0,8;94,4;3,5;0,4;0,8;2,1;1,6;1;0,3;0,8;97,8;2,8;0,4;0,7;0,5;0,1;0,1;0,3;0,6;678.544;5.302.926;29.003;14.232;14.771;1.469;734;735;30.378;14.602;15.776;489;253;236;2.505;2.253;1.737;1.774;1.682;1.875;2.421;2.088;0,6;1,6;2,2;1,7;1,1;0,6;0,7;0,7;28.751;14.081;14.670;1.490;744;746;5,2;5,3;5,1;47,85485571;11,38688235;;;;;;;;;;;14.203;14.540;1,07;0,91;0,96;0,97;1,03;1,12;0,89;0,94;;;;;;;;;;;;;30;;;;
7834;9222;Gräfelfing (W);9;BY;A;96;;8+1;München;AS Gräfelfing;O;Memmingen;AD Dreieck München-Südwest;W;6;8;358;214;81;63;94.184;47.328;46.855;102.042;51.204;50.838;93.360;46.944;46.416;68.349;34.561;33.789;1,9;1,8;2,1;1,4;4.021;2.085;1.936;4.883;2.530;2.353;4.261;2.210;2.052;765;404;361;2,9;2,2;3,2;7,8;4,3;4,8;4,6;1,1;0,91;0,63;1,05;5.424;4,1;925;6,7;5.763;4,6;4.406;1,9;9.268;9.242;8.523;6.209;6.044;6.044;5.117;3.432;12,8;11,8;11;9,9;R I;R I;R II;R I;E;E;E;A;A;A;A;8;;E;18;;A;8;;E;18;;A;8;;E;17;;A;;;D;15;;D;18;;C;15;;92,8;10,1;0,7;0,8;2,3;1,7;1,1;0,3;2;92,5;10,4;0,6;0,8;2,6;1,9;1,3;0,3;2;92,3;10,2;0,7;1;2,4;1,9;1,3;0,2;2,2;95,8;8,2;0,8;0,8;0,5;0,3;0,3;0,3;2,2;681.395;5.333.337;104.040;52.208;51.832;5.380;2.786;2.594;78.785;39.676;39.108;1.523;800;723;6.044;5.510;6.044;5.491;4.940;5.117;3.432;3.221;4,5;2,7;4,5;2,4;5,1;3,7;1;0,2;106.122;53.234;52.888;5.474;2.835;2.639;5,2;5,3;5;48,12741893;11,4378082;;;;;;;;;;;53.967;53.731;0,65;0,62;0,97;0,97;1,05;1,05;0,72;0,71;;;;;;;;;;;;;100;;;;
7931;9136;Landsberg a. L.-Nord (O);9;BY;A;96;;8+1;München;AS Landsberg a. Lech-Ost;O;Memmingen;AS Landsberg a. Lech-Nord;W;4;121,6;322;194;69;59;61.683;32.370;29.314;64.694;34.110;30.584;62.223;32.357;29.866;50.690;26.432;24.257;-0,9;-1,1;-1,5;0,2;5.499;2.656;2.843;6.720;3.247;3.473;5.723;2.752;2.971;1.033;512;521;2,9;2,4;2,7;7,1;8,9;10,4;9,2;2;0,96;0,8;1,13;3.539;8,3;632;16;3.791;8,9;2.783;5,8;6.090;6.046;5.590;4.950;3.168;3.145;2.820;2.696;9,8;9,2;8,7;10,2;R I;R I;R I;R I;E;D;D;C;B;B;D;8;18;D;8;18;D;8;18;E;18;;C;;;E;17;;C;11;13;C;11;13;D;18;;D;17;;89;6,4;1,6;1,2;2,8;5,7;4;0,4;0,9;87,5;6,8;1,5;1,2;3,2;6,8;4,8;0,4;0,9;88,5;6,4;1,6;1,4;2,9;5,9;4,2;0,3;0,9;95,9;4,6;1,8;1,1;0,8;0,7;0,5;0,5;0,9;639.975;5.324.976;65.995;34.643;31.352;7.362;3.554;3.809;54.568;28.790;25.777;2.073;997;1.075;3.168;3.049;3.145;3.008;2.820;2.797;2.696;2.393;6,6;7,7;6,1;8,2;6,9;3,2;0,7;1,2;66.564;35.073;31.491;7.535;3.643;3.892;11,3;10,4;12,4;48,06269518;10,87875984;;;;;;;;;;;36.253;32.018;0,78;0,78;0,97;1;1,12;1,12;0,84;0,82;;;;;;;;;;;;;50;;;;
8424;9250;Lindau (S);9;BY;A;96;;8+1;Lindau;AS Lindau;O;Bregenz (A);GÜG Lindau-Autobahn;W;5;0,1;337;195;80;62;27.415;13.974;13.441;26.689;13.726;12.963;29.847;15.371;14.477;26.782;13.030;13.752;4,3;3;6,5;5,4;3.714;1.911;1.803;4.580;2.358;2.222;3.810;1.960;1.850;629;319;309;0,9;1,4;-1,6;1,2;13,5;17,2;12,8;2,3;1,12;1,02;1,23;1.569;13,2;289;16,9;1.683;14,3;1.226;8,8;2.931;2.740;2.817;2.626;1.670;1.576;1.555;1.454;12;11,5;10,1;11,2;R I;R I;R I;R I;D;C;B;E;E;D;E;18;;G;8;;E;18;;C;;;E;17;;C;;;C;11;13;B;12;;C;17;;D;17;;80,7;6,6;1,5;1,1;2,5;10,5;8,2;0,6;4,6;77,2;6,6;1,3;1;3,1;13,5;10,7;0,6;4,6;81,1;6,6;1,5;1,3;2,4;9,8;7,7;0,5;4,8;91,8;6,6;1,7;1,2;0,8;0,9;0,6;0,7;4,7;555.335;5.266.306;27.190;13.914;13.276;4.979;2.568;2.411;29.270;15.422;13.848;1.452;724;728;1.670;1.484;1.576;1.261;1.555;1.385;1.454;1.314;4,1;0,6;6,9;7,7;10,5;1,8;1,4;1,8;26.578;13.583;12.994;5.124;2.641;2.483;19,3;19,4;19,1;47,54781275;9,73539256;;;;;;;;;;;12.909;12.340;0,92;1,07;0,9;1,07;1,3;1,15;1,03;0,96;;;;;;;;;;;;;10;;;;
7834;9106;München-Laim (W);9;BY;A;96;;8+1;München;AS München-Laim;O;Memmingen;AS München-Blumenau;W;6;170;355;217;77;61;93.966;45.648;48.318;101.160;48.834;52.326;93.150;45.524;47.627;70.390;34.901;35.489;1;0,9;2;-0,5;3.825;1.909;1.916;4.617;2.297;2.320;4.041;2.026;2.015;835;429;406;3,9;3,1;4,6;8,9;4,1;4,6;4,3;1,2;0,92;0,62;1,05;5.352;3,9;1.041;6,3;5.617;4,4;4.557;1,9;8.775;8.761;8.100;6.239;5.162;5.155;4.815;3.266;10,7;9,9;10,1;9,4;R II;R II;R II;R I;E;D;D;A;A;A;B;8;;E;18;;B;8;;E;18;;B;8;;E;17;;A;;;D;15;;D;18;;C;15;;93;10,8;0,8;0,7;2,2;1,6;1;0,3;2,2;92,6;11,1;0,8;0,7;2,5;1,8;1,2;0,3;2,1;92,5;10,9;0,8;0,8;2,4;1,7;1,1;0,3;2,3;96;9,1;0,8;0,7;0,5;0,3;0,3;0,3;2,1;685.391;5.333.086;103.140;49.720;53.420;5.061;2.517;2.544;79.051;39.375;39.676;1.585;818;768;4.553;5.162;4.549;5.155;4.017;4.815;3.266;3.226;4,6;2,4;4,2;2,6;5,6;3,4;0,7;0,7;105.100;50.522;54.578;5.151;2.557;2.594;4,9;5,1;4,8;48,12400907;11,49133804;;;;;;;;;;;50.562;55.109;0,66;0,6;0,96;0,97;1,06;1,04;0,71;0,66;;;;;;;;;;;;;110;;;;
7928;9550;Stetten (W);9;BY;A;96;;8+1;München;AS Stetten;O;Memmingen;AS Erkheim;W;4;81,4;303;179;62;62;36.030;17.855;18.175;36.461;18.155;18.306;36.589;18.041;18.548;33.840;16.593;17.247;3,1;2,7;3,3;3,9;4.644;2.203;2.441;5.710;2.714;2.996;4.782;2.262;2.520;819;382;437;4,8;4,5;4,6;7,8;12,9;15,7;13,1;2,4;1;0,93;1,18;2.056;12;391;21,9;2.199;12,9;1.626;8,5;3.642;3.517;3.292;3.384;1.883;1.819;1.688;1.743;10,5;10;9,1;10,1;R I;R I;R II;R II;E;C;C;D;D;D;D;8;18;G;8;;D;9;18;C;;;E;17;;E;16;;B;13;;B;11;;D;18;;D;18;;83,6;7,3;0,5;1,5;3,1;9,4;6,8;0,4;2;80,9;7,6;0,5;1,4;3,6;11,6;8,4;0,4;2;83,2;7,2;0,5;1,7;3,1;9,6;6,9;0,4;2;94,3;6;0,6;1,5;0,8;1,1;0,7;0,5;1,7;602.634;5.321.394;37.569;18.634;18.935;6.246;2.971;3.275;31.357;15.681;15.676;1.681;770;911;1.883;1.860;1.819;1.767;1.650;1.688;1.728;1.743;1,3;3,9;7,3;5,8;12,2;12,3;1,9;1,1;37.531;18.661;18.869;6.414;3.054;3.360;17,1;16,4;17,8;48,03758192;10,3768895;;;;;;;;;;;18.834;19.043;0,91;0,93;0,94;1,01;1,18;1,15;0,83;0,82;;;;;;;;;;;;;40;;;;
7735;9207;AD M.-Feldmoching (O);9;BY;A;99;;8+1;Kreuz Langwied (A8);AD Dreieck München-Feldmoching (A92);N;AK München/Brunnthal;AS München-Neuherberg;S;6;19,3;325;195;73;57;77.440;42.659;34.781;84.837;46.125;38.713;78.616;43.908;34.707;50.619;29.197;21.422;1,4;0,7;1,8;4,1;10.868;6.526;4.342;13.449;8.040;5.410;11.122;6.681;4.441;1.708;1.147;561;3,2;3,1;2,1;5,5;14;15,9;14,1;3,4;0,93;0,59;1,01;4.404;12,8;871;26,2;4.820;13,4;3.159;10,2;8.261;8.253;7.433;5.172;4.978;4.978;4.547;3.158;14,3;12,9;10,4;10,8;R II;R II;R I;R I;D;D;E;A;A;A;E;17;;A;8;;E;17;;A;8;;E;16;;A;8;;H;19;;G;14;;D;18;;A;;;83,3;6,1;1,4;2,7;4,7;9;6,4;0,3;0;81,4;6,5;1,2;2,7;5,2;10,3;7,3;0,3;0;82,9;6,3;1,4;3;4,7;9,1;6,5;0,3;0;94,6;4;1,9;2;1,5;1,5;1,2;0,4;0;690.451;5.344.703;87.071;47.538;39.534;14.421;8.631;5.790;64.328;35.863;28.465;5.126;3.066;2.060;4.860;4.978;4.812;4.978;4.547;4.333;3.158;2.293;4,8;8,6;11,5;8,6;10;7,6;3;1,8;88.512;48.008;40.504;14.876;8.887;5.989;16,8;18,5;14,8;48,22693209;11,56448447;;;;;;;;;;;49.758;41.786;0,61;0,56;0,98;0,93;1,01;1,01;0,74;0,7;;;;;;;;;;;;;110;;;;
7735;9216;AD M.-Feldmoching (W);9;BY;A;99;;8+1;AK München/Brunnthal;AD Dreieck München-Feldmoching (A92);S;Kreuz Langwied (A8);AS München-Ludwigsfeld;N;6;16;0;0;0;0;120.349;60.266;60.084;128.711;64.549;64.162;120.325;60.454;59.871;91.767;45.366;46.401;2;1,7;2;3;18.043;10.022;8.021;22.045;12.167;9.877;18.568;10.318;8.250;3.678;2.304;1.374;5,6;5,5;4,8;7,9;15;17,1;15,4;4;0,93;0,73;1,04;6.812;14,3;1.420;21,2;7.308;15,3;5.322;10,4;11.981;11.902;10.854;8.457;6.900;6.877;6.245;4.408;11,4;10,7;10,3;9,5;R I;R I;R I;R II;E;D;D;A;B;B;B;9;;D;8;18;B;9;;D;9;18;B;9;;D;8;18;A;;;E;18;;A;;;D;18;;83,1;2,8;0,5;1,2;5,1;8,8;6,1;1;0,7;81;2,9;0,5;1,1;5,9;10,2;7,1;1;0,7;82,6;2,9;0,5;1,2;5,3;9,2;6,4;1;0,8;94,1;1,9;0,4;1,5;1,3;1,6;1,3;1,1;0,4;687.292;5.344.132;131.270;65.629;65.642;23.656;12.977;10.678;103.234;52.924;50.310;8.848;5.373;3.475;6.900;6.059;6.877;6.031;6.245;5.581;4.157;4.408;18,3;10;18,2;9,9;18,4;10,4;5,3;2,2;133.312;66.648;66.664;24.320;13.332;10.988;18,2;20;16,5;48,22274246;11,52173207;;;;;;;;;;;68.764;67.745;0,7;0,71;0,95;0,99;1,04;1,03;0,79;0,76;;;;;;;;;;;;;120;;;;Baustelle in 2013 und in 2012
7734;9775;AD München-Allach (O);9;BY;A;99;;8+1;Kreuz Langwied (A8);AD Dreieck München-Allach (A99);N;AK München/Brunnthal;AS München-Ludwigsfeld;S;6;11,6;183;119;30;34;114.938;58.115;56.823;122.879;61.723;61.156;116.242;58.709;57.533;86.091;45.008;41.083;2,3;1,7;2,6;4;16.003;7.894;8.109;19.417;9.593;9.824;16.742;8.211;8.531;3.373;1.673;1.701;7,8;7,4;6,8;16,3;13,9;15,8;14,4;3,9;0,95;0,71;1,05;6.522;13;1.322;23,4;6.940;14;5.271;8,7;11.411;11.198;10.977;7.787;6.361;6.302;5.891;4.179;11,2;10,3;10,2;9,3;R II;R II;R II;R I;E;D;C;A;B;B;E;18;;B;7;;E;18;;B;8;;E;16;;B;8;;E;18;;D;14;;D;18;;D;18;;84;7,5;0,9;0,5;5,4;8,3;5,7;0,2;1,5;82,2;7,8;0,9;0,5;6,1;9,5;6,6;0,2;1,5;83,4;7,5;1;0,6;5,4;8,8;6;0,2;1,5;93,9;5,9;1,2;0,6;2,2;1,5;0,9;0,3;1,6;683.406;5.342.558;126.235;63.480;62.755;21.024;10.402;10.622;96.343;48.555;47.789;7.507;3.544;3.963;5.751;6.361;5.724;6.302;5.547;5.891;4.179;3.725;8,2;11,3;8,2;10,2;7,9;7,9;3,2;3,1;127.812;64.186;63.626;21.475;10.645;10.830;16,8;16,6;17;48,20973238;11,46877704;;;;;;;;;;;65.491;64.786;0,72;0,66;1;0,93;1,03;1,08;0,74;0,75;;;;;;;;;;;;;140;;;;Schleifendefekt zeitweise in 2013
7734;9774;AD München-Eschenried (O);9;BY;A;99;;8+1;AD M.-Eschenried;AD Dreieck München-Eschenried (A8);N;AD München-Allach;AD Dreieck München-Allach (A99);S;4;101,4;116;71;21;24;57.023;28.776;28.247;59.900;29.994;29.907;58.792;29.843;28.949;44.908;23.240;21.668;2,2;2;1,4;3,7;8.581;4.337;4.244;10.396;5.245;5.151;8.921;4.517;4.405;1.936;999;937;2,5;2,5;0,8;6,2;15;17,4;15,2;4,3;0,98;0,73;1,06;3.185;13,8;759;25,5;3.412;14,5;2.502;11,1;5.009;4.988;4.755;3.992;3.287;3.283;2.954;2.333;11,6;11;10,2;10;R II;R II;R II;R I;F;D;C;C;B;B;E;17;;G;8;;E;17;;B;8;;E;16;;B;8;;E;19;;B;10;;D;18;;A;;;82,5;4,6;1,1;0,7;4,6;10,2;7,3;0,3;1,8;80,2;5;1;0,6;5,1;12;8,6;0,2;1,8;82,3;4,4;1,2;0,7;4,7;10,2;7,2;0,2;1,8;93;3,1;1,3;0,8;2;2;1,3;0,3;1,9;678.648;5.341.985;61.537;30.919;30.618;11.113;5.643;5.470;50.317;25.326;24.990;4.636;2.189;2.447;2.950;3.287;2.918;3.283;2.821;2.954;2.333;1.909;9,5;9,9;10,7;8,5;9,2;13,8;3,5;4,5;61.889;31.000;30.889;11.392;5.774;5.618;18,4;18,6;18,2;48,20593508;11,40454843;;;;;;;;;;;31.146;31.674;0,75;0,71;0,99;0,94;1,06;1,07;0,78;0,79;;;;;;;;;;;;;150;;;;Schleifendefekt zeitweise in 2013 und zeitweise in 2012
7735;9215;AK München-Nord (W);9;BY;A;99;;8+1;Kreuz Langwied (A8);AS München-Neuherberg;N;AK München/Brunnthal;AS München-Fröttmaning-Nord;S;6;22,8;215;130;48;37;73.129;39.129;34.000;80.199;43.007;37.191;73.671;39.357;34.314;48.243;25.563;22.680;-1,9;-1,7;-3,3;-1,5;8.013;4.415;3.598;9.980;5.479;4.501;8.218;4.563;3.655;1.020;584;436;-3,7;-2,8;-7;-7,3;11;12,4;11,2;2,1;0,92;0,57;1,01;4.188;10,2;766;19,6;4.558;10,8;3.078;7,4;8.056;8.042;7.288;4.951;4.759;4.756;4.195;2.783;12,2;11,1;10,7;10,9;R I;R I;R I;R I;D;E;E;A;A;A;B;8;;D;8;17;B;8;;D;8;17;B;8;;D;8;16;G;15;;H;18;;A;;;D;18;;85,9;6,5;0,2;1,1;3,7;7;4,8;0,3;2,1;84,4;7;0,2;1;4,2;8;5,5;0,3;2,1;85,6;6,6;0,2;1,2;3,7;7,2;5;0,3;2,1;94,7;3,9;0,2;1,1;0,9;1;0,7;0,3;2,1;693.563;5.344.917;81.856;43.646;38.210;10.706;5.871;4.835;61.971;34.193;27.778;3.724;2.156;1.567;4.759;4.279;4.756;4.249;4.195;3.770;2.783;2.453;8,7;9,2;7,6;7,3;8,7;6,5;1,3;0,9;83.474;44.558;38.916;11.056;6.050;5.007;13,2;13,6;12,9;48,22791778;11,60643265;;;;;;;;;;;46.389;39.729;0,6;0,56;0,93;0,96;1,01;0,98;0,77;0,7;;;;;;;;;;;;;100;;;;Schleifendefekt zeitweise in 2013 und zeitweise in 2012
7836;9212;AK München-Ost (N);9;BY;A;99;;8+1;Kreuz Langwied (A8);AS Kirchheim b. München;N;AK München/Brunnthal;AK Kreuz München-Ost (A94);S;6;36,1;304;182;66;56;115.455;57.968;57.487;119.687;60.861;58.826;121.541;60.034;61.507;93.176;45.421;47.756;0,1;0;-0,4;1,1;16.360;8.075;8.286;20.053;9.920;10.133;16.930;8.375;8.556;2.994;1.375;1.619;0,5;0,6;-0,7;-0,4;14,2;16,8;13,9;3,2;1,02;0,73;1,05;6.558;13,1;1.316;25,3;7.157;13,6;4.762;10,7;10.557;10.456;10.192;8.764;5.748;5.748;5.323;4.838;9,9;9,4;8,7;10,1;R I;R I;R II;R II;E;D;C;E;B;B;D;9;18;B;8;;D;9;18;D;8;18;D;9;18;B;8;;B;11;;D;14;;B;12;;D;18;;82,4;8,5;0,9;1,6;3,6;10,1;8,1;0,5;1,8;80;8,8;0,8;1,4;4,2;12,1;9,6;0,5;1,8;82,2;8,5;0,9;2;3,6;10;7,9;0,4;1,8;92,8;6,9;1,2;2,1;1;1,6;1,3;0,6;1,8;704.456;5.337.458;121.935;61.557;60.377;21.305;10.550;10.755;111.848;56.220;55.628;9.133;4.465;4.668;5.748;5.743;5.748;5.724;5.205;5.323;4.297;4.838;9,9;11,3;8,4;12,1;9,8;2,6;2,2;1,5;121.821;61.978;59.843;21.906;10.856;11.051;18;17,5;18,5;48,15746696;11,74935711;;;;;;;;;;;61.423;60.942;0,72;0,73;0,96;0,95;1,08;1,02;0,81;0,78;;;;;;;;;;;;;60;;;;
7836;9213;AK München-Ost (S);9;BY;A;99;;8+1;Autobahnring München;AS Haar;N;Autobahnring München;AK Kreuz München-Ost;S;6;38,8;256;151;58;47;105.577;53.385;52.191;108.989;55.886;53.103;112.923;56.051;56.872;84.486;41.413;43.073;1,9;1,6;1,6;3,4;11.962;5.768;6.193;14.599;7.057;7.542;12.638;6.090;6.549;2.068;948;1.120;0,9;-0,3;4,2;-3,4;11,3;13,4;11,2;2,4;1,04;0,75;1,05;6.024;10,4;1.149;20,6;6.593;10,9;4.319;8,4;10.013;9.900;9.623;8.364;5.550;5.537;5.054;4.576;10,6;10,4;8,9;10,6;R II;R II;R II;R II;E;D;C;E;B;B;D;9;18;B;8;;D;9;18;B;8;;D;9;18;B;8;;C;11;13;C;11;14;B;12;;D;18;;84,2;10;0,5;1,5;3,2;7,2;5,4;0,9;3;82,3;10,4;0,5;1,4;3,8;8,5;6,3;1,1;2,9;84,1;10,3;0,6;1,7;3,2;7,2;5,5;0,8;3;93;7,8;0,7;1,4;0,8;1,1;1;0,5;3,2;705.277;5.334.847;111.673;56.748;54.926;15.479;7.492;7.987;102.339;52.021;50.318;7.295;3.449;3.847;5.374;5.550;5.352;5.537;4.896;5.054;4.145;4.576;8,3;9,3;6,8;9,6;6,7;11,2;1,9;1,2;110.953;56.869;54.083;15.824;7.674;8.150;14,3;13,5;15,1;48,13373584;11,75912289;;;;;;;;;;;56.149;54.303;0,71;0,74;0,96;0,95;1,08;1;0,81;0,78;;;;;;;;;;;;;50;;;;Schleifendefekt zeitweise in 2013 und zeitweise in 2012
